Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.70, 2018)",SIR_2015,Months,Notes,Facility_Type,On_Track,Met_2020_Goal,Year ,Facility_Name1,Facility_Name2,Facility_Name3,FACID1,FACID2,FACID3,Infection_Count,SIR ,SIR_95%_CI_Lower_Limit,SIR_95%_CI_Upper_Limit,Facility_ID1,Cases,Predicted_Cases,Hospital_Onset_Cases,Facility_Category
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,Community Hospital of The Monterey Peninsula,Monterey,Acute Care Hospital,,2.0,2.19,63461.0,0.91,0.15,3.02,Same,,1.62,12.0,,"Community, >250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,"Community Hospital of The Monterey Peninsula, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,,0.0,0.06,3343.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000141.0,George L. Mee Memorial Hospital,Monterey,Acute Care Hospital,,0.0,0.19,8052.0,,,,,,0.0,12.0,,"Community, <125 Beds",,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,Natividad Medical Center,Monterey,Acute Care Hospital,,0.0,1.61,34988.0,0.0,0.0,1.86,Same,,0.61,12.0,,Major Teaching,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,"Natividad Medical Center, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,,0.0,0.16,8368.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000147.0,Salinas Valley Memorial Hospital,Monterey,Acute Care Hospital,,0.0,2.1,47594.0,0.0,0.0,1.43,Same,,0.43,12.0,,"Community, >250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,Queen of the Valley Medical Center,Napa,Acute Care Hospital,,1.0,1.41,29046.0,0.71,0.04,3.49,Same,,0.0,12.0,,"Community, 125-250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,"Queen of the Valley Medical Center, Rehabilitation Unit",Napa,Rehabilitation Hospital or Unit,,0.0,0.05,2755.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000058.0,Adventist Health St. Helena,Napa,Acute Care Hospital,,0.0,0.77,16289.0,0.0,0.0,4.78,Same,,,12.0,¥ See Data Dictionary,"Community, <125 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262.0,Sierra Nevada Memorial Hospital,Nevada,Acute Care Hospital,,1.0,0.6,17893.0,1.67,0.04,9.3,Same,,2.3,12.0,¥ See Data Dictionary,"Community, <125 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265.0,Tahoe Forest Hospital,Nevada,Critical Access Hospital,,0.0,0.15,7406.0,,,,,,,12.0,,Critical Access,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000002.0,AHMC Anaheim Regional Medical Center,Orange,Acute Care Hospital,,0.0,1.98,41767.0,0.0,0.0,1.51,Same,,0.0,12.0,,"Community, 125-250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000006.0,Chapman Global Medical Center,Orange,Acute Care Hospital,,0.0,0.25,7005.0,0.0,0.0,14.6,Same,,0.0,12.0,¥ See Data Dictionary,"Community, <125 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000007.0,Children's Hospital of Orange County,Orange,Acute Care Hospital,,3.0,2.91,73745.0,1.03,0.26,2.81,Same,,0.0,12.0,,Pediatric,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000008.0,College Hospital Costa Mesa,Orange,Acute Care Hospital,,0.0,0.98,42023.0,0.0,0.0,3.75,Same,,1.04,12.0,¥ See Data Dictionary,"Community, <125 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000011.0,Fountain Valley Regional Hospital and Medical Center,Orange,Acute Care Hospital,,3.0,4.48,90591.0,0.67,0.17,1.82,Same,,,12.0,,"Community, >250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000013.0,Foothill Regional Medical Center,Orange,Acute Care Hospital,,0.0,0.46,10616.0,0.0,0.0,8.09,Same,,,12.0,¥ See Data Dictionary,"Community, <125 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,"Hoag Memorial Hospital Presbyterian, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,,0.0,0.11,5618.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,,0.0,6.18,124639.0,0.0,0.0,0.48,Better,,0.42,12.0,,"Community, >250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000015.0,Huntington Beach Hospital,Orange,Acute Care Hospital,,0.0,0.42,10503.0,0.0,0.0,8.82,Same,,1.79,12.0,¥ See Data Dictionary,"Community, <125 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000016.0,West Anaheim Medical Center,Orange,Acute Care Hospital,,1.0,1.15,17275.0,0.87,0.04,4.29,Same,,1.87,9.0,"Incomplete Reporter, interpret with caution",Major Teaching,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000017.0,"Kindred Hospital, Westminster",Orange,Long-Term Acute Care Hospital,,12.0,4.24,31274.0,2.83,1.53,4.81,Worse,,2.71,12.0,,Long-Term Acute Care,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000021.0,South Coast Global Medical Center,Orange,Acute Care Hospital,,0.0,0.72,15678.0,0.0,0.0,5.14,Same,,0.0,12.0,¥ See Data Dictionary,"Community, 125-250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000024.0,La Palma Intercommunity Hospital,Orange,Acute Care Hospital,,0.0,0.3,10684.0,0.0,0.0,12.15,Same,,2.43,12.0,¥ See Data Dictionary,"Community, 125-250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000025.0,Los Alamitos Medical Center,Orange,Acute Care Hospital,,5.0,2.34,45344.0,2.14,0.78,4.73,Same,,1.07,12.0,,"Community, 125-250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000058.0,Garden Grove Hospital and Medical Center,Orange,Acute Care Hospital,,0.0,0.75,18988.0,0.0,0.0,4.92,Same,,3.26,12.0,¥ See Data Dictionary,"Community, 125-250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,"Mission Hospital Regional Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,,0.0,0.1,5131.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,Mission Hospital Regional Medical Center,Orange,Acute Care Hospital,,2.0,2.89,70355.0,0.69,0.12,2.28,Same,,0.69,12.0,,"Community, >250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000062.0,Placentia Linda Hospital,Orange,Acute Care Hospital,,1.0,0.63,15283.0,1.59,0.04,8.85,Same,,1.58,12.0,¥ See Data Dictionary,"Community, <125 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000063.0,MemorialCare Saddleback Medical Center,Orange,Acute Care Hospital,,2.0,1.73,45948.0,1.16,0.19,3.82,Same,,,12.0,,"Community, 125-250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000066.0,Mission Hospital Laguna Beach,Orange,Acute Care Hospital,,1.0,0.2,10409.0,4.93,0.13,27.47,Same,,0.0,12.0,¥ See Data Dictionary,"Community, <125 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000067.0,"St. Joseph Hospital, Orange",Orange,Acute Care Hospital,,0.0,3.46,81886.0,0.0,0.0,0.87,Better,,0.46,12.0,,"Community, >250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,St. Jude Medical Center,Orange,Acute Care Hospital,,1.0,5.09,75279.0,0.2,0.01,0.97,Better,,0.7,12.0,,"Community, >250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,"St. Jude Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,,0.0,0.15,7853.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,University of California Irvine Medical Center,Orange,Acute Care Hospital,,12.0,12.29,112900.0,0.98,0.53,1.66,Same,,0.44,12.0,,Major Teaching,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,"University of California Irvine Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,,0.0,0.06,3307.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000073.0,Orange County Global Medical Center,Orange,Acute Care Hospital,,1.0,2.85,42388.0,0.35,0.02,1.73,Same,,1.29,12.0,,"Community, >250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000074.0,Anaheim Global Medical Center,Orange,Acute Care Hospital,,1.0,0.82,19663.0,1.22,0.03,6.78,Same,,0.0,10.0,"¥ See Data Dictionary; Incomplete Reporter, interpret with caution","Community, 125-250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000208.0,MemorialCare Orange Coast Medical Center,Orange,Acute Care Hospital,,0.0,1.39,49620.0,0.0,0.0,2.15,Same,,,12.0,,"Community, 125-250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001022.0,Hoag Hospital Irvine,Orange,Acute Care Hospital,,1.0,0.67,19128.0,1.49,0.04,8.28,Same,,0.0,12.0,¥ See Data Dictionary,"Community, <125 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001097.0,Encompass Health Rehabilitation Hospital of Tustin,Orange,Rehabilitation Hospital or Unit,,0.0,0.26,13865.0,0.0,0.0,13.99,Same,,,12.0,¥ See Data Dictionary,Free-Standing Rehabilitation,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001207.0,Children's Hospital at Mission,Orange,Acute Care Hospital,,0.0,0.18,9727.0,,,,,,,12.0,,Pediatric,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001360.0,"Kindred Hospital, Brea",Orange,Long-Term Acute Care Hospital,,2.0,1.69,13953.0,1.19,0.2,3.92,Same,,2.83,12.0,,Long-Term Acute Care,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001674.0,"Healthbridge Children's Hospital, Orange",Orange,Acute Care Hospital,,0.0,0.02,1605.0,,,,,,,10.0,"Incomplete Reporter, interpret with caution",Pediatric,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001767.0,Fairview Developmental Center,Orange,Acute Care Hospital,,0.0,0.0,73.0,,,,,,,11.0,"Incomplete Reporter, interpret with caution","Community, <125 Beds",,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745.0,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,Acute Care Hospital,,0.0,1.66,36165.0,0.0,0.0,1.81,Same,,0.46,12.0,,Major Teaching,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891.0,Hoag Orthopedic Institute,Orange,Acute Care Hospital,,0.0,0.1,7464.0,,,,,,,12.0,,"Community, <125 Beds",,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929.0,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,Acute Care Hospital,,3.0,2.86,63720.0,1.05,0.27,2.86,Same,,0.7,12.0,,Major Teaching,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607.0,"Kindred Hospital, Santa Ana",Orange,Long-Term Acute Care Hospital,,2.0,1.63,13481.0,1.23,0.21,4.06,Same,,1.06,12.0,,Long-Term Acute Care,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000109.0,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,,0.0,0.55,12945.0,0.0,0.0,6.65,Same,,0.0,12.0,¥ See Data Dictionary,"Community, <125 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,Sutter Roseville Medical Center,Placer,Acute Care Hospital,,3.0,4.23,88798.0,0.71,0.18,1.93,Same,,,12.0,,"Community, >250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,"Sutter Roseville Medical Center, Rehabilitation Unit",Placer,Rehabilitation Hospital or Unit,,0.0,0.27,14456.0,0.0,0.0,13.42,Same,,,12.0,¥ See Data Dictionary,Rehabilitation Unit,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001370.0,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,,0.0,4.82,107363.0,0.0,0.0,0.62,Better,,0.0,12.0,,Major Teaching,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004.0,"Eastern Plumas Hospital, Portola Campus",Plumas,Critical Access Hospital,,0.0,0.03,1451.0,,,,,,,12.0,,Critical Access,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015.0,Plumas District Hospital,Plumas,Critical Access Hospital,,0.0,0.04,1956.0,,,,,,,12.0,,Critical Access,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017.0,Seneca District Hospital,Plumas,Critical Access Hospital,,0.0,0.01,650.0,,,,,,,12.0,,Critical Access,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004.0,"Kindred Hospital, Riverside",Riverside,Long-Term Acute Care Hospital,,2.0,2.05,12958.0,0.97,0.16,3.22,Same,,1.3,12.0,,Long-Term Acute Care,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006.0,Corona Regional Medical Center,Riverside,Acute Care Hospital,,0.0,2.23,31331.0,0.0,0.0,1.34,Same,,0.0,12.0,,Major Teaching,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008.0,Desert Regional Medical Center,Riverside,Acute Care Hospital,,7.0,6.54,88187.0,1.07,0.47,2.12,Same,,1.3,12.0,,"Community, >250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008.0,"Desert Regional Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,,0.0,0.05,2600.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011.0,Eisenhower Medical Center,Riverside,Acute Care Hospital,,5.0,4.86,68066.0,1.03,0.38,2.28,Same,,0.62,12.0,,Major Teaching,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012.0,Hemet Global Medical Center,Riverside,Acute Care Hospital,,5.0,1.93,36912.0,2.6,0.95,5.75,Same,,,12.0,,Major Teaching,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017.0,John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,,2.0,0.93,22503.0,2.15,0.26,7.77,Same,,0.0,12.0,¥ See Data Dictionary,"Community, 125-250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042.0,Palo Verde Hospital,Riverside,Acute Care Hospital,,0.0,0.05,2482.0,,,,,,,12.0,,"Community, <125 Beds",,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044.0,Doctors Hospital of Riverside,Riverside,Acute Care Hospital,,0.0,1.38,30429.0,0.0,0.0,2.16,Same,,,12.0,,"Community, 125-250 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049.0,Riverside Community Hospital,Riverside,Acute Care Hospital,,2.0,9.77,121062.0,0.21,0.03,0.68,Better,,1.32,12.0,,Major Teaching,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050.0,Riverside University Health System - Medical Center,Riverside,Acute Care Hospital,,4.0,4.76,88298.0,0.84,0.27,2.03,Same,,,12.0,,Major Teaching,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101.0,San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,,2.0,0.52,12428.0,3.81,0.46,13.77,Same,,0.0,12.0,¥ See Data Dictionary,"Community, <125 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344.0,"Southwest Healthcare System, Wildomar",Riverside,Acute Care Hospital,,2.0,1.2,32554.0,1.67,0.28,5.52,Same,,1.79,12.0,,"Community, <125 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507.0,"Southwest Healthcare System, Murrieta",Riverside,Acute Care Hospital,,2.0,1.15,28852.0,1.74,0.29,5.75,Same,,0.0,12.0,,"Community, <125 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707.0,"Kaiser Foundation Hospital, Riverside",Riverside,Acute Care Hospital,,0.0,2.94,52644.0,0.0,0.0,1.02,Same,,0.4,12.0,,Major Teaching,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727.0,Menifee Global Medical Center,Riverside,Acute Care Hospital,,0.0,0.87,17294.0,0.0,0.0,4.26,Same,,,12.0,¥ See Data Dictionary,Major Teaching,Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959.0,"Kaiser Foundation Hospital, Moreno Valley",Riverside,Acute Care Hospital,,1.0,1.03,19462.0,0.97,0.05,4.79,Same,,0.0,12.0,,Major Teaching,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971.0,"Loma Linda University Medical Center, Murrieta",Riverside,Acute Care Hospital,,0.0,1.54,39269.0,0.0,0.0,1.95,Same,,,12.0,,"Community, <125 Beds",Yes,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442.0,Temecula Valley Hospital,Riverside,Acute Care Hospital,,2.0,1.45,39581.0,1.38,0.23,4.57,Same,,1.1,12.0,,"Community, 125-250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654.0,Vibra Rehabilitation Hospital of Rancho Mirage,Riverside,Rehabilitation Hospital or Unit,,0.0,0.13,6692.0,,,,,,,11.0,"Incomplete Reporter, interpret with caution",Free-Standing Rehabilitation,,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000037.0,Methodist Hospital of Sacramento,Sacramento,Acute Care Hospital,,6.0,1.7,38505.0,3.52,1.43,7.33,Worse,,0.99,12.0,,"Community, 125-250 Beds",No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,University of California Davis Medical Center,Sacramento,Acute Care Hospital,,16.0,18.36,199223.0,0.87,0.52,1.39,Same,,1.11,12.0,,Major Teaching,No,,,,,,,,,,,,,,,,,
2019,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,"University of California Davis Medical Center, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,,0.0,0.09,4887.0,,,,,,,12.0,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,
